DB Version,Assembly Accession,Chromosome/Plasmid Name,Chromosome/Plasmid Xref,PGD Gene ID,Locus Tag,Feature Type,Start,End,Strand,Gene Name,Gene synonyns,Product Name,Product Name Confidence Class,Product Synonyms,RefSeq Accession,Length (nucleotides),Length (amino acids),Molecular Weight (predicted),Isoelectric Point (predicted),Subcellular Localization [Confidence Class]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651065,PA14_01380,CDS,132234,133148,+,,,protoheme IX farnesyltransferase,,,YP_788271.1 ; WP_003083746.1,915,305,33.4,9.65,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651067,PA14_01390,CDS,133174,133809,+,,,hypothetical protein,,,YP_788272.1 ; WP_003083748.1,636,212,23,8.22,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651069,PA14_01400,CDS,133849,134301,-,,,hypothetical protein,,,YP_788273.1 ; WP_003083750.1,453,151,17.1,6.3,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651071,PA14_01410,CDS,134433,134906,+,,,hypothetical protein,,,YP_788274.1 ; WP_003083753.1,474,158,18.2,7.94,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651073,PA14_01430,CDS,135162,135890,+,,,short chain dehydrogenase,,,YP_788275.1 ; WP_003083755.1,729,243,26.9,7.1,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651075,PA14_01440,CDS,135915,136502,+,,,hypothetical protein,,,YP_788276.1 ; WP_003083757.1,588,196,21.5,6.97,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651077,PA14_01460,CDS,136732,138081,+,,,C4-dicarboxylate transporter DctA,,,YP_788277.1 ; WP_003137006.1,1350,450,47.4,8.47,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651079,PA14_01470,CDS,138130,138816,+,,,transcriptional regulator,,,YP_788278.1 ; WP_003083762.1,687,229,25.5,4.81,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651081,PA14_01480,CDS,138917,139651,+,,,hypothetical protein,,,YP_788279.1 ; WP_003110658.1,735,245,26.4,9.55,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651083,PA14_01490,CDS,139831,140241,+,,,hemolysin,,,YP_788280.1 ; WP_003110659.1,411,137,14.5,4.41,Extracellular [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651085,PA14_01500,CDS,140273,141181,-,,,transcriptional regulator,,,YP_788281.1 ; WP_003083769.1,909,303,33.4,8.86,Unknown (This protein may have multiple localization sites) [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651087,PA14_01510,CDS,141481,141762,-,,,hypothetical protein,,,YP_788282.1 ; WP_003083773.1,282,94,10.5,10.05,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651089,PA14_01520,CDS,141759,141986,-,,,hypothetical protein,,,YP_788283.1 ; WP_003137009.1,228,76,8.5,5.58,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651091,PA14_01540,CDS,142162,142785,-,,,hypothetical protein,,,YP_788284.1 ; WP_003137011.1,624,208,22.5,8.02,Periplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651093,PA14_01550,CDS,142886,143386,+,,,lipoprotein,,,YP_788285.1 ; WP_003137013.1,501,167,17.6,9.77,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651095,PA14_01560,CDS,143458,143799,+,,,hypothetical protein,,,YP_788286.1 ; WP_003101229.1,342,114,12.1,4.88,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651097,PA14_01580,CDS,143881,145308,-,gabP,,gamma-aminobutyrate permease,,,YP_788287.1 ; WP_003137015.1,1428,476,51.3,10.09,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651099,PA14_01600,CDS,145477,146970,-,,,aldehyde dehydrogenase,,,YP_788288.1 ; WP_003101230.1,1494,498,53.3,5.95,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651101,PA14_01610,CDS,147054,147341,-,,,hypothetical protein,,,YP_788289.1 ; WP_003083790.1,288,96,10.4,5.89,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651103,PA14_01620,CDS,147341,148687,-,aptA,,beta alanine--pyruvate transaminase,,,YP_788290.1 ; WP_003101231.1,1347,449,48.4,6.51,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651105,PA14_01640,CDS,148823,149740,+,,,LysR family transcriptional regulator,,,YP_788291.1 ; WP_003083805.1,918,306,33.4,6.91,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651107,PA14_01660,CDS,149853,151223,-,,,guanine deaminase,,,YP_788292.1 ; WP_003137018.1,1371,457,49.7,6.36,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651109,PA14_01670,CDS,152381,153952,+,,,ABC transporter ATP-binding protein,,,YP_788293.1 ; WP_003137020.1,1572,524,55.8,8.43,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651111,PA14_01680,CDS,153952,155049,+,,,ABC transporter permease,,,YP_788294.1 ; WP_003107144.1,1098,366,39.4,9.47,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651113,PA14_01690,CDS,155072,156052,+,,,ABC transporter permease,,,YP_788295.1 ; WP_011666530.1,981,327,34.2,9.41,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651115,PA14_01710,CDS,156164,156727,+,ahpC,,alkyl hydroperoxide reductase,,,YP_788296.1 ; WP_003083828.1,564,188,20.5,6.3,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651117,PA14_01720,CDS,156872,158437,+,ahpF,,alkyl hydroperoxide reductase,,,YP_788297.1 ; WP_003137023.1,1566,522,55.8,4.96,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651119,PA14_01730,CDS,158517,159413,-,,,hypothetical protein,,,YP_788298.1 ; WP_003137024.1,897,299,34.4,8.61,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651121,PA14_01750,CDS,159868,161217,+,,,hydroxydechloroatrazine ethylaminohydrolase,,,YP_788299.1 ; WP_003137026.1,1350,450,48.4,6.12,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651123,PA14_01760,CDS,161387,162376,+,nuh,,nonspecific ribonucleoside hydrolase,,,YP_788300.1 ; ,990,330,35287.2,6.81,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651125,PA14_01770,CDS,162413,163261,-,,,nucleoside-binding outer membrane protein,,,YP_788301.1 ; WP_003083838.1,849,283,32.4,4.72,Outer Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651127,PA14_01780,CDS,163296,163922,-,,,nucleoside 2-deoxyribosyltransferase,,,YP_788302.1 ; WP_003083840.1,627,209,22.3,8.41,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651129,PA14_01790,CDS,164072,164590,-,,,nucleoside 2-deoxyribosyltransferase,,,YP_788303.1 ; WP_003137030.1,519,173,18.5,4.37,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651131,PA14_01800,CDS,164828,165925,+,,,hypothetical protein,,,YP_788304.1 ; WP_003137032.1,1098,366,40.2,7.39,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651133,PA14_01810,CDS,165998,166960,+,,,oxidoreductase,,,YP_788305.1 ; WP_003106716.1,963,321,36,6.13,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651135,PA14_01830,CDS,167065,168015,+,,,adenosine deaminase,,,YP_788306.1 ; WP_003083850.1,951,317,36.1,4.8,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651137,PA14_01840,CDS,168212,168757,+,,,RNA polymerase ECF-subfamily sigma-70 factor,,,YP_788307.1 ; WP_003112642.1,546,182,20.4,10.28,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651139,PA14_01860,CDS,168754,169749,+,,,transmembrane sensor,,,YP_788308.1 ; WP_003137034.1,996,332,36.4,9.7,Periplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651141,PA14_01870,CDS,169897,172284,+,,,TonB-dependent receptor,,,YP_788309.1 ; WP_003137036.1,2388,796,86.7,6.04,Outer Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651143,PA14_01890,CDS,172662,173489,+,pcaQ,,transcriptional regulator PcaQ,,,YP_788310.1 ; WP_003137037.1,828,276,29.7,6.73,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651145,PA14_01900,CDS,173624,174343,+,pcaH,,"protocatechuate 3,4-dioxygenase subunit beta",,,YP_788311.1 ; WP_003102187.1,720,240,27.1,9.3,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651147,PA14_01910,CDS,174354,174959,+,pcaG,,"protocatechuate 3,4-dioxygenase subunit alpha",,,YP_788312.1 ; WP_003137038.1,606,202,22.7,5.54,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651149,PA14_01930,CDS,175175,176014,+,pcaR,,transcriptional regulator PcaR,,,YP_788313.1 ; WP_003137039.1,840,280,30.6,8.24,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651151,PA14_01940,CDS,176167,177318,+,,,RND efflux membrane fusion protein,,,YP_788314.1 ; WP_003137041.1,1152,384,40.4,6.53,Unknown (This protein may have multiple localization sites) [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651153,PA14_01960,CDS,177315,178385,+,,,RND efflux membrane fusion protein,,,YP_788315.1 ; WP_003083872.1,1071,357,38.3,9.12,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651155,PA14_01970,CDS,178382,181429,+,,,RND efflux transporter,,,YP_788316.1 ; WP_003137043.1,3048,1016,111.9,5.79,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651157,PA14_01980,CDS,181628,182566,+,,,LysR family transcriptional regulator,,,YP_788317.1 ; WP_003083876.1,939,313,34.8,5.79,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651159,PA14_01990,CDS,182682,182867,+,,,hypothetical protein,,,YP_788318.1 ; WP_003083879.1,186,62,6.5,4.38,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651161,PA14_02010,CDS,183147,183299,+,,,hypothetical protein,,,YP_788319.1 ; WP_003137044.1,153,51,5.7,4.15,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651163,PA14_02020,CDS,183454,184788,+,,,outer membrane porin,,,YP_788320.1 ; WP_003112121.1,1335,445,48.8,4.79,Outer Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651165,PA14_02030,CDS,184817,185614,-,,,AraC family transcriptional regulator,,,YP_788321.1 ; WP_003083886.1,798,266,29.8,8.91,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651167,PA14_02050,CDS,185692,187308,+,,,gamma-glutamyltranspeptidase,,,YP_788322.1 ; WP_003137047.1,1617,539,58.5,6.75,Unknown (This protein may have multiple localization sites) [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651169,PA14_02060,CDS,187980,188816,+,,,hypothetical protein,,,YP_788323.1 ; WP_003102209.1,837,279,31.4,4.94,Outer Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651171,PA14_02070,CDS,189058,190464,+,,,transporter,,,YP_788324.1 ; WP_003083900.1,1407,469,48.7,10.01,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651173,PA14_02090,CDS,190557,191222,+,,,TetR family transcriptional regulator,,,YP_788325.1 ; WP_003137048.1,666,222,24.6,8.47,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651175,PA14_02100,CDS,191228,191818,+,,,hypothetical protein,,,YP_788326.1 ; WP_003137049.1,591,197,20.9,6.5,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651177,PA14_02110,CDS,191825,192532,-,,,diguanylate cyclase,,,YP_788327.1 ; WP_003118588.1,708,236,26.8,9.49,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651179,PA14_02130,CDS,192659,193039,-,,,hypothetical protein,,,YP_788328.1 ; WP_003083913.1,381,127,14.6,4.29,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651181,PA14_02140,CDS,193066,193608,-,,,hypothetical protein,,,YP_788329.1 ; WP_003083916.1,543,181,19.8,7.06,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651183,PA14_02150,CDS,193617,195608,-,,,hypothetical protein,,,YP_788330.1 ; WP_003083920.1,1992,664,73.9,6.84,Unknown (This protein may have multiple localization sites) [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651185,PA14_02180,CDS,195871,196920,-,cheB,,chemotaxis-specific methylesterase,,,YP_788331.1 ; WP_003137050.1,1050,350,37.4,8.48,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651187,PA14_02190,CDS,196940,197542,-,,,hypothetical protein,,,YP_788332.1 ; WP_003137051.1,603,201,22.2,8.45,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651189,PA14_02200,CDS,197548,198390,-,,,chemotaxis protein methyltransferase,,,YP_788333.1 ; WP_003083930.1,843,281,32,9.34,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651191,PA14_02220,CDS,198460,200499,-,,,chemotaxis transducer,,,YP_788334.1 ; WP_003137052.1,2040,680,72.6,4.84,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651193,PA14_02230,CDS,200535,201020,-,cheW,,purine-binding chemotaxis protein,,,YP_788335.1 ; WP_003083938.1,486,162,17.5,4.27,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651195,PA14_02250,CDS,201007,202926,-,cheA,,two-component sensor,,,YP_788336.1 ; WP_003137053.1,1920,640,68.9,4.52,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651197,PA14_02260,CDS,202954,203319,-,,,two-component response regulator,,,YP_788337.1 ; WP_003083943.1,366,122,13.1,9.53,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651199,PA14_02270,CDS,203517,204689,-,,,chemotaxis transducer,,,YP_788338.1 ; WP_003137055.1,1173,391,42.8,5.59,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651201,PA14_02290,CDS,204880,205815,-,,,LysR family transcriptional regulator,,,YP_788339.1 ; WP_003137057.1,936,312,34.1,8.06,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651203,PA14_02300,CDS,205932,206684,+,fabG,,3-ketoacyl-ACP reductase,,,YP_788340.1 ; WP_003083953.1,753,251,25.3,4.74,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651205,PA14_02310,CDS,206784,208394,-,atsA,,arylsulfatase,,,YP_788341.1 ; WP_003137060.1,1611,537,59.8,5.62,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651207,PA14_02330,CDS,208482,209321,-,,,ABC transporter ATP-binding protein,,,YP_788342.1 ; WP_003137062.1,840,280,31.2,6.41,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651209,PA14_02340,CDS,209318,210934,-,,,ABC transporter permease,,,YP_788343.1 ; WP_003110981.1,1617,539,58.4,11.97,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651211,PA14_02360,CDS,211201,212262,+,,,ABC transporter substrate-binding protein,,,YP_788344.1 ; WP_003112655.1,1062,354,37.2,7.74,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651213,PA14_02370,CDS,212285,213643,-,,,porin,,,YP_788345.1 ; WP_003137064.1,1359,453,48.9,9.28,Outer Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651215,PA14_02380,CDS,213891,214616,+,,,acid phosphatase,,,YP_788346.1 ; WP_003137066.1,726,242,26.1,6.51,Periplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651217,PA14_02390,CDS,214640,215557,-,,,transcriptional regulator,,,YP_788347.1 ; WP_003137069.1,918,306,34,7.18,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651219,PA14_02410,CDS,215908,218280,+,,,TonB-dependent receptor,,,YP_788348.1 ; WP_003083968.1,2373,791,84.7,5.33,Outer Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651221,PA14_02420,CDS,218321,219223,+,,,hypothetical protein,,,YP_788349.1 ; WP_003110976.1,903,301,33.2,6.86,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651223,PA14_02435,CDS,219291,220190,+,,,hypothetical protein,,,YP_788350.1 ; WP_003137071.1,900,300,33.2,6.75,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651225,PA14_02450,CDS,220837,221955,+,,,NAD(P) transhydrogenase subunit alpha part 1,,,YP_788351.1 ; WP_003083972.1,1119,373,38.7,5.93,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651227,PA14_02460,CDS,222031,222339,+,,,NAD(P) transhydrogenase subunit alpha part 2,,,YP_788352.1 ; WP_003083974.1,309,103,10.7,10.29,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651229,PA14_02470,CDS,222339,223775,+,pntB,,pyridine nucleotide transhydrogenase subunit beta,,,YP_788353.1 ; WP_003083975.1,1437,479,49.9,7.27,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651231,PA14_02490,CDS,224119,224931,+,tonB2,,hypothetical protein,,,YP_788354.1 ; WP_003117234.1,813,271,28.8,10.59,Periplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651233,PA14_02500,CDS,224960,225679,+,exbB1,,transport protein ExbB,,,YP_788355.1 ; WP_003083979.1,720,240,25.5,10.13,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651235,PA14_02510,CDS,225681,226082,+,exbD1,,transport protein ExbD,,,YP_788356.1 ; WP_003106175.1,402,134,14.2,4.23,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651237,PA14_02520,CDS,226263,226475,-,,,hypothetical protein,,,YP_788357.1 ; WP_003111981.1,213,71,7.8,4.59,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651239,PA14_02530,CDS,226691,227272,+,,,hypothetical protein,,,YP_788358.1 ; WP_003106176.1,582,194,21.7,7.67,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651241,PA14_02550,CDS,227383,229047,+,mdcA,,malonate decarboxylase subunit alpha,,,YP_788359.1 ; WP_003083990.1,1665,555,61.5,6.52,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651243,PA14_02560,CDS,229047,229928,+,,,triphosphoribosyl-dephospho-CoA synthase,,,YP_788360.1 ; WP_003137092.1,882,294,30.6,8.52,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651245,PA14_02570,CDS,229930,230229,+,mdcC,,malonate decarboxylase subunit delta,,,YP_788361.1 ; WP_003084001.1,300,100,10.2,4.99,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651247,PA14_02580,CDS,230222,231085,+,mdcD,,malonate decarboxylase subunit beta,,,YP_788362.1 ; WP_003084003.1,864,288,30.3,4.5,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651249,PA14_02590,CDS,231082,231888,+,mdcE,,malonate decarboxylase subunit gamma,,,YP_788363.1 ; WP_003137094.1,807,269,28.5,6.69,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651251,PA14_02610,CDS,231904,232596,+,,,phosphoribosyl-dephospho-CoA transferase,,,YP_788364.1 ; WP_003137096.1,693,231,25.3,11.23,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651253,PA14_02620,CDS,232593,233525,+,,,epsilon subunit of malonate decarboxylase,,,YP_788365.1 ; WP_003137098.1,933,311,32.7,7.88,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651255,PA14_02630,CDS,233582,233986,+,,,malonate carrier protein,,,YP_788366.1 ; WP_003110240.1,405,135,13.5,10.01,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651257,PA14_02640,CDS,233992,234756,+,,,malonate transporter subunit MadM,,,YP_788367.1 ; WP_003084016.1,765,255,25.4,9.32,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651259,PA14_02650,CDS,234841,235770,-,,,malonate utilization transcriptional regulator,,,YP_788368.1 ; WP_003084019.1,930,310,34.6,6.18,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651261,PA14_02660,CDS,236099,237019,-,,,LysR family transcriptional regulator,,,YP_788369.1 ; WP_003084035.1,921,307,34,6.31,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651263,PA14_02680,CDS,237370,238860,+,,,aldehyde dehydrogenase,,,YP_788370.1 ; WP_003084042.1,1491,497,53.6,5.04,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651265,PA14_02690,CDS,238918,240351,+,,,amino acid permease,,,YP_788371.1 ; WP_003084045.1,1434,478,50.6,8.57,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651267,PA14_02700,CDS,240382,241764,+,,,aminotransferase,,,YP_788372.1 ; WP_003101901.1,1383,461,51.1,6.35,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651269,PA14_02720,CDS,241928,242986,+,,,hypothetical protein,,,YP_788373.1 ; WP_003137100.1,1059,353,38.5,6.17,Periplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651271,PA14_02730,CDS,243064,243945,-,,,dihydrodipicolinate synthetase,,,YP_788374.1 ; WP_003110235.1,882,294,31.7,5.17,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651273,PA14_02740,CDS,244005,244787,-,,,class II aldolase/adducin domain-containing protein,,,YP_788375.1 ; WP_003084054.1,783,261,28.4,6.44,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651275,PA14_02750,CDS,244942,245481,+,,,transcriptional regulator,,,YP_788376.1 ; WP_003112674.1,540,180,20,6.9,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651277,PA14_02760,CDS,245632,246483,+,,,"CoA transferase, subunit A",,,YP_788377.1 ; WP_003118609.1,852,284,30.9,6.35,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651279,PA14_02770,CDS,246480,247262,+,,,CoA transferase subunit B,,,YP_788378.1 ; WP_003084062.1,783,261,27.3,5.37,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651281,PA14_02790,CDS,247259,248464,+,pcaF,,beta-ketoadipyl CoA thiolase,,,YP_788379.1 ; WP_003110233.1,1206,402,42.1,5.54,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651283,PA14_02810,CDS,248614,249912,+,pcaT,,dicarboxylic acid transporter PcaT,,,YP_788380.1 ; WP_003101889.1,1299,433,47.2,9.41,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651285,PA14_02830,CDS,249935,251314,+,pcaB,,"3-carboxy-cis,cis-muconate cycloisomerase",,,YP_788381.1 ; WP_003137105.1,1380,460,49.1,6.24,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651287,PA14_02840,CDS,251329,252120,+,pcaD,,beta-ketoadipate enol-lactone hydrolase,,,YP_788382.1 ; WP_003110231.1,792,264,28,5.07,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651289,PA14_02850,CDS,252131,252532,+,pcaC,,gamma-carboxymuconolactone decarboxylase,,,YP_788383.1 ; WP_003137108.1,402,134,15.1,6.35,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651291,PA14_02870,CDS,252660,253601,+,,,transcriptional regulator,,,YP_788384.1 ; WP_003084073.1,942,314,34.5,8.87,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651293,PA14_02890,CDS,253792,254625,+,,,hypothetical protein,,,YP_788385.1 ; WP_003137110.1,834,278,31.1,9.76,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651295,PA14_02900,CDS,254764,256110,-,pcaK,,4-hydroxybenzoate transporter PcaK,,,YP_788386.1 ; WP_003137113.1,1347,449,47.6,9.37,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651297,PA14_02910,CDS,256416,257195,+,,,IclR family transcriptional regulator,,,YP_788387.1 ; WP_003110229.1,780,260,28,9.02,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1651299,PA14_02930,CDS,257439,258482,+,,,oxidoreductase,,,YP_788388.1 ; WP_003121655.1,1044,348,37.4,7.33,Periplasmic [Class 3]
